gen_name,gen_country_second,gen_year,gen_election,ques_respositions,ques_numitems,ques_dnk,ques_weights,pos_method,vis_single,vis_rank_quant,vis_rank_notquant,vis_twodim,vis_threedim,vis_spider,designer_uni,designer_comp,designer_media,designer_ngo,elec_vaa,elec_ballot,elec_parliament,elec_electors,elec_users,website,Note,gen_country_first,match_cityblock,match_euclidean,match_agreement,match_2d,match_3d,match_6d,type,format,gen_weights
Glosuje,,2009,European Parliament,5,35,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,,,,,,,,Poland,0,0,1,0,0,0,Party,Scale,1.000000000
Glosuje,,2011,Lower House,5,35,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,,,,,,,,Poland,0,0,1,0,0,0,Party,Scale,1.000000000
Glosuje,,2010,Region,5,35,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,,,,,,,,Poland,0,0,1,0,0,0,Party,Scale,1.000000000
Glosuje,,2010,President,5,35,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,,,,,,,,Poland,0,0,1,0,0,0,Candidate,Scale,1.000000000
Help Me Vote,,2014,European Parliament,6,31,1,1,Elite,0,1,0,1,0,0,1,0,0,0,,,,,,http://www.votematch.gr/,,Greece,0,0,1,1,0,0,Party,Scale,1.000000000
Help Me Vote,,2015,Lower House,5,34,1,0,Elite,0,0,1,1,0,0,1,0,0,0,11,,,,,http://www.helpmevote.gr,,Greece,0,0,1,1,0,0,Party,Scale,1.000000000
Help Me Vote,,2010,Region,5,30,1,0,Elite,0,0,1,1,0,0,1,0,0,0,9,,,,28000,,,Greece,0,0,1,1,0,0,Party,Scale,1.000000000
Helsingin Sanomat,,2015,Lower House,5,30,0,1,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.vaalikone.fi/eduskunta2015/,,Finland,0,0,1,0,0,0,Candidate,Scale,1.000000000
Ikhtiar,,2011,Lower House,3,30,1,0,Elite,0,1,0,0,0,0,0,0,0,1,29,,,,,http://www.ikhtiartounes.org/questions/,,Tunisia,0,0,1,0,0,0,Party,Scale,1.000000000
iSideWith,,2016,Lower House,3,,1,1,Manifesto,0,1,0,0,0,0,0,0,0,1,,,,,4512000,https://australia.isidewith.com/political-quiz,,Australia,0,0,1,0,0,0,Candidate,Options,1.000000000
iSideWith,,2016,President,3,30,1,1,Manifesto,0,1,0,0,0,0,0,0,0,1,,,,,1756000,https://brasil.isidewith.com/political-quiz,,Brazil,0,0,1,0,0,0,Candidate,Options,1.000000000
iSideWith,,2016,President,3,,1,1,Manifesto,0,1,0,0,0,0,0,0,0,1,,,,,,https://www.isidewith.com/elections/2016-presidential-quiz,,United States,0,0,1,0,0,0,Candidate,Options,1.000000000
iSideWith,,2017,President,3,34,1,1,Manifesto,0,1,0,0,0,0,0,0,0,1,,,,,74000,https://france.isidewith.com/political-quiz,,France,0,0,1,0,0,0,Candidate,Options,1.000000000
Israel Election Compass,,2015,Lower House,5,30,1,1,Kieskompas-method,0,0,0,1,0,0,0,1,0,0,,,,,100000,http://www.israel.electioncompass.org/,,Israel,0,0,0,1,0,0,Party,Scale,1.000000000
iVoter,,2012,Lower House,5,27,1,1,Candidate,0,1,0,1,0,0,1,0,0,0,,,,,,,,Taiwan,0,0,1,1,0,0,Candidate,Scale,1.000000000
iVoter,,2016,Lower House,5,21,1,1,Candidate,0,1,0,1,0,0,1,0,0,0,,,,,,http://ivoter.tw/,,Taiwan,0,0,1,1,0,0,Candidate,Scale,1.000000000
Je vote qui en 2012,,2012,President,3,13,1,0,Manifesto,0,1,0,0,0,0,0,1,0,0,11,,,,958678,http://www.jevotequien2012.fr/,,France,0,0,1,0,0,0,Candidate,Options,1.000000000
Jongeren Kieswijzer,,2014,European Parliament,5,20,0,0,Kieskompas-method,0,1,0,0,0,0,0,1,0,1,,,,,,http://www.jongerenkieswijzer.nl/,,Netherlands,0,0,1,0,0,0,Party,Scale,1.000000000
Kandidat-testen (DR),,2014,European Parliament,5,15,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.dr.dk/nyheder/politik/ep14/kandidat-testen,,Denmark,0,0,1,0,0,0,Candidate,Scale,1.000000000
Kandidat-testen (DR),,2015,Lower House,5,15,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.dr.dk/nyheder/politik/valg2015/kandidat-testen,,Denmark,0,0,1,0,0,0,Candidate,Scale,1.000000000
Kandidattest,,2014,European Parliament,5,17,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,www.altinget.dk/kandidater/ep14,,Denmark,0,0,1,0,0,0,Candidate,Scale,1.000000000
Kandidattest (Politiko),,2015,Lower House,5,,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.politiko.dk/ft15,,Denmark,0,0,1,0,0,0,Candidate,Scale,1.000000000
Kandidattesten (Berlingske),,2014,European Parliament,5,10,0,1,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.b.dk/eu/kandidattest,,Denmark,0,0,1,0,0,0,Party,Scale,1.000000000
Kandidattesten (Ekstra Bladet),,2015,Lower House,5,20,0,1,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://ekstrabladet.dk/nyheder/politik/danskpolitik/valgtest/,,Denmark,0,0,1,0,0,0,Party,Scale,1.000000000
Kandidattesten (Jyllands-Posten),,2015,Lower House,5,20,0,1,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://jyllands-posten.dk/topic/folketingsvalg/kandidater/,,Denmark,0,0,1,0,0,0,Party,Scale,1.000000000
Kend din Kandidat,,2014,European Parliament,5,17,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.altinget.dk/kandidater/eu14/,,Denmark,0,0,1,0,0,0,Candidate,Scale,1.000000000
Kend din Kandidat (Altinget),,2015,Lower House,5,20,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.altinget.dk/kandidater/ft15/,,Denmark,0,0,1,0,0,0,Candidate,Scale,1.000000000
Kieskompas,,2006,Lower House,6,39,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,11,24,,9854998,,http://tweedekamer.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,1.000000000
Kieskompas,,2007,Lower House,6,42,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,13,27,,6671360,,http://www.kieskompas.be/,,Belgium,0,0,0,1,0,0,Party,Scale,1.000000000
Kieskompas,,2010,Lower House,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,11,17,10,9416001,,http://www.tweedekamer2010.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,1.000000000
Kieskompas,,2010,Lower House,2,14,0,0,Kieskompas-method,0,1,0,1,0,0,1,1,0,1,7,19,,5960408,,http://globalrattvisa.nu/valkompassen,,Sweden,0,0,1,1,0,0,Party,Scale,1.000000000
Kieskompas,,2011,Lower House,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,9,,,,,http://www.oypusulasi.org/page/1/default#top,,Turkey,0,0,0,1,0,0,Party,Scale,1.000000000
Kieskompas,,2012,Lower House,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,21,11,9462223,,http://www.tk2012.kieskompas.nl,,Netherlands,0,0,0,1,0,0,Party,Scale,1.000000000
Kieskompas,Achtkarspelen,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Maastricht,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,15,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Leiden,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Alphen aan den Rijn,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,15,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Valkenswaard,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Veenendaal,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Wageningen,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Noordoostpolder,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Wassenaar,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Houten,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Bladel,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Bergen,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Doetinchem,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,10,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Bunschoten,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Castricum,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Sittard-Geleen,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,15,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Den Haag,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,21,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Purmerend,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,16,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Ede,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Apeldoorn,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Hoogeveen,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Epe,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Lansingerland,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Harderwijk,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Nijmegen,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,17,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Veere,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Horst aan de Maas,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Amsterdam,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,21,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Woerden,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Dronten,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Amsterdam-West,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Haarlemmermeer,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,15,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Lochem,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Alkmaar,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,17,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Rotterdam,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,16,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Zwolle,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Rijswijk,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Weert,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Delft,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,16,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Capelle a/d IJssel,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,15,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Heemstede,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Utrecht,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,15,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Hilversum,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Ouder-Amstel,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Enschede,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Rotterdam-IJsselmonde,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Utrechtse Heuvelrug,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Zaanstad,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,17,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Arnhem,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,16,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Rheden,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Dordrecht,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Deventer,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Wijchen,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Oirschot,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Hellevoetsluis,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Lelystad,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Spijkenisse,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,De Bilt,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,8,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Almere,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,18,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Oosterhout,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Zeist,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Raalte,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Venlo,2010,Municipality,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,,,,,http://gemeente.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.015873017
Kieskompas,Woerden,2014,Municipality,3,15,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,29,,,,,http://woerden.raadslidchecker.nl/,,Netherlands,0,0,0,1,0,0,Candidate,Scale,1.000000000
Kieskompas,Overijssel,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,12,12,,416293,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Drenthe,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,14,14,,191248,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Limburg,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,10,10,,380162,,http://staten.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Groningen,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,10,10,,228205,,http://staten.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Friesland,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,13,13,,264954,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Noord-Brabant,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,11,11,,768929,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Zeeland,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,10,10,,150863,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Utrecht,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,10,10,,443108,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Flevoland,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,10,10,,114840,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Zuid-Holland,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,15,15,,1121742,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Gelderland,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,14,14,,729861,,http://staten.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Noord-Holland,2007,Region,6,36,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,10,10,,869159,,http://staten.kieskompas.nl/page/Thema+s/0,,Netherlands,0,0,0,1,0,0,Party,Scale,0.083333336
Kieskompas,Flevoland,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,12,,148936,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Gelderland,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,14,14,,895062,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Noord-Holland,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,12,,1137896,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Groningen,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,11,,264103,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Friesland,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,13,,298080,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Noord-Brabant,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,11,,961207,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Limburg,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,11,11,,450981,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Overijssel,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,12,,493304,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Zuid-Holland,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,13,13,,1405288,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,Drenthe,2011,Region,6,30,1,1,Kieskompas-method,0,0,0,1,0,0,1,1,0,1,12,12,,223293,,http://provincie.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.100000000
Kieskompas,,2008,President,6,36,1,0,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,2,,,,,http://www.electoralcompass.com/page/0/thema+s/,,United States,0,0,0,1,0,0,Candidate,Scale,1.000000000
Kieskompas,Roer en Overmaas,2008,Other,6,36,1,0,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,6,,,,,http://waterschap.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Party,Scale,0.039999999
Kieskompas,Hollandse Delta,2008,Other,6,36,1,0,Kieskompas-method,0,0,0,1,0,0,1,1,0,0,12,,,,,http://studentenraad.kieskompas.nl/,,Netherlands,0,0,0,1,0,0,Candidate,Scale,0.039999999
